date,item_name,quantity,revenue
2026-02-03,Veggie Burger,10,90.00
2026-02-03,Fries,70,280.00
2026-02-03,Wings,43,473.00
2026-02-03,Caesar Salad,22,187.00
2026-02-03,Milkshake,30,165.00
2026-02-03,Soda,97,242.50
2026-02-04,Cheeseburger,60,570.00
2026-02-04,Chicken Sandwich,35,350.00
2026-02-04,Veggie Burger,14,126.00
2026-02-04,Fries,80,320.00
2026-02-04,Wings,45,495.00
2026-02-04,Caesar Salad,24,204.00
2026-02-04,Milkshake,24,132.00
2026-02-04,Soda,107,267.50
2026-02-05,Cheeseburger,74,703.00
2026-02-05,Chicken Sandwich,55,550.00
2026-02-05,Veggie Burger,13,117.00
2026-02-05,Fries,115,460.00
2026-02-05,Wings,43,473.00
2026-02-05,Caesar Salad,21,178.50
2026-02-05,Milkshake,40,220.00
2026-02-05,Soda,138,345.00
2026-02-06,Cheeseburger,104,988.00
2026-02-06,Chicken Sandwich,78,780.00
2026-02-06,Veggie Burger,22,198.00
2026-02-06,Fries,175,700.00
2026-02-06,Wings,118,1298.00
2026-02-06,Caesar Salad,33,280.50
2026-02-06,Milkshake,38,209.00
2026-02-06,Soda,183,457.50
2026-02-07,Cheeseburger,116,1102.00
2026-02-07,Chicken Sandwich,82,820.00
2026-02-07,Veggie Burger,23,207.00
2026-02-07,Fries,176,704.00
2026-02-07,Wings,90,990.00
2026-02-07,Caesar Salad,40,340.00
2026-02-07,Milkshake,71,390.50
2026-02-07,Soda,193,482.50
2026-02-08,Cheeseburger,101,959.50
2026-02-08,Chicken Sandwich,67,670.00
2026-02-08,Veggie Burger,19,171.00
2026-02-08,Fries,122,488.00
2026-02-08,Wings,83,913.00
2026-02-08,Caesar Salad,23,195.50
2026-02-08,Milkshake,55,302.50
2026-02-08,Soda,151,377.50
2026-02-09,Cheeseburger,40,380.00
2026-02-09,Chicken Sandwich,38,380.00
2026-02-09,Veggie Burger,10,90.00
2026-02-09,Fries,86,344.00
2026-02-09,Wings,41,451.00
2026-02-09,Caesar Salad,19,161.50
2026-02-09,Milkshake,22,121.00
2026-02-09,Soda,88,220.00
2026-02-10,Cheeseburger,52,494.00
2026-02-10,Chicken Sandwich,39,390.00
2026-02-10,Veggie Burger,15,135.00
2026-02-10,Fries,102,408.00
2026-02-10,Wings,41,451.00
2026-02-10,Caesar Salad,25,212.50
2026-02-10,Milkshake,24,132.00
2026-02-10,Soda,117,292.50
2026-02-11,Cheeseburger,60,570.00
2026-02-11,Chicken Sandwich,43,430.00
2026-02-11,Veggie Burger,15,135.00
2026-02-11,Fries,92,368.00
2026-02-11,Wings,50,550.00
2026-02-11,Caesar Salad,23,195.50
2026-02-11,Milkshake,40,220.00
2026-02-11,Soda,111,277.50
2026-02-12,Cheeseburger,79,750.50
2026-02-12,Chicken Sandwich,51,510.00
2026-02-12,Veggie Burger,13,117.00
2026-02-12,Fries,129,516.00
2026-02-12,Wings,45,495.00
2026-02-12,Caesar Salad,19,161.50
2026-02-12,Milkshake,38,209.00
2026-02-12,Soda,144,360.00
2026-02-13,Cheeseburger,116,1102.00
2026-02-13,Chicken Sandwich,74,740.00
2026-02-13,Veggie Burger,25,225.00
2026-02-13,Fries,187,748.00
2026-02-13,Wings,86,946.00
2026-02-13,Caesar Salad,34,289.00
2026-02-13,Milkshake,51,280.50
2026-02-13,Soda,177,442.50
2026-02-14,Cheeseburger,112,1064.00
2026-02-14,Chicken Sandwich,62,620.00
2026-02-14,Veggie Burger,20,180.00
2026-02-14,Fries,219,876.00
2026-02-14,Wings,90,990.00
2026-02-14,Caesar Salad,32,272.00
2026-02-14,Milkshake,57,313.50
2026-02-14,Soda,233,582.50
2026-02-15,Cheeseburger,94,893.00
2026-02-15,Chicken Sandwich,66,660.00
2026-02-15,Veggie Burger,17,153.00
2026-02-15,Fries,121,484.00
2026-02-15,Wings,67,737.00
2026-02-15,Caesar Salad,28,238.00
2026-02-15,Milkshake,48,264.00
2026-02-15,Soda,169,422.50
2026-02-16,Cheeseburger,34,323.00
2026-02-16,Chicken Sandwich,43,430.00
2026-02-16,Veggie Burger,12,108.00
2026-02-16,Fries,112,448.00
2026-02-16,Wings,38,418.00
2026-02-16,Caesar Salad,21,178.50
2026-02-16,Milkshake,30,165.00
2026-02-16,Soda,92,230.00
2026-02-17,Cheeseburger,64,608.00
2026-02-17,Chicken Sandwich,37,370.00
2026-02-17,Veggie Burger,15,135.00
2026-02-17,Fries,103,412.00
2026-02-17,Wings,46,506.00
2026-02-17,Caesar Salad,20,170.00
2026-02-17,Milkshake,28,154.00
2026-02-17,Soda,113,282.50
2026-02-18,Cheeseburger,47,446.50
2026-02-18,Chicken Sandwich,40,400.00
2026-02-18,Veggie Burger,15,135.00
2026-02-18,Fries,85,340.00
2026-02-18,Wings,53,583.00
2026-02-18,Caesar Salad,21,178.50
2026-02-18,Milkshake,32,176.00
2026-02-18,Soda,100,250.00
2026-02-19,Cheeseburger,72,684.00
2026-02-19,Chicken Sandwich,50,500.00
2026-02-19,Veggie Burger,18,162.00
2026-02-19,Fries,129,516.00
2026-02-19,Wings,59,649.00
2026-02-19,Caesar Salad,26,221.00
2026-02-19,Milkshake,29,159.50
2026-02-19,Soda,149,372.50
2026-02-20,Cheeseburger,97,921.50
2026-02-20,Chicken Sandwich,72,720.00
2026-02-20,Veggie Burger,23,207.00
2026-02-20,Fries,182,728.00
2026-02-20,Wings,112,1232.00
2026-02-20,Caesar Salad,31,263.50
2026-02-20,Milkshake,48,264.00
2026-02-20,Soda,184,460.00
2026-02-21,Cheeseburger,131,1244.50
2026-02-21,Chicken Sandwich,81,810.00
2026-02-21,Veggie Burger,27,243.00
2026-02-21,Fries,186,744.00
2026-02-21,Wings,86,946.00
2026-02-21,Caesar Salad,37,314.50
2026-02-21,Milkshake,58,319.00
2026-02-21,Soda,255,637.50
2026-02-22,Cheeseburger,97,921.50
2026-02-22,Chicken Sandwich,52,520.00
2026-02-22,Veggie Burger,19,171.00
2026-02-22,Fries,181,724.00
2026-02-22,Wings,58,638.00
2026-02-22,Caesar Salad,28,238.00
2026-02-22,Milkshake,52,286.00
2026-02-22,Soda,159,397.50
2026-02-23,Cheeseburger,57,541.50
2026-02-23,Chicken Sandwich,40,400.00
2026-02-23,Veggie Burger,11,99.00
2026-02-23,Fries,104,416.00
2026-02-23,Wings,34,374.00
2026-02-23,Caesar Salad,25,212.50
2026-02-23,Milkshake,32,176.00
2026-02-23,Soda,88,220.00
2026-02-24,Cheeseburger,58,551.00
2026-02-24,Chicken Sandwich,47,470.00
2026-02-24,Veggie Burger,12,108.00
2026-02-24,Fries,93,372.00
2026-02-24,Wings,42,462.00
2026-02-24,Caesar Salad,25,212.50
2026-02-24,Milkshake,27,148.50
2026-02-24,Soda,109,272.50
2026-02-25,Cheeseburger,66,627.00
2026-02-25,Chicken Sandwich,41,410.00
2026-02-25,Veggie Burger,12,108.00
2026-02-25,Fries,84,336.00
2026-02-25,Wings,38,418.00
2026-02-25,Caesar Salad,20,170.00
2026-02-25,Milkshake,25,137.50
2026-02-25,Soda,106,265.00
2026-02-26,Cheeseburger,71,674.50
2026-02-26,Chicken Sandwich,48,480.00
2026-02-26,Veggie Burger,14,126.00
2026-02-26,Fries,98,392.00
2026-02-26,Wings,45,495.00
2026-02-26,Caesar Salad,21,178.50
2026-02-26,Milkshake,29,159.50
2026-02-26,Soda,140,350.00
2026-02-27,Cheeseburger,96,912.00
2026-02-27,Chicken Sandwich,77,770.00
2026-02-27,Veggie Burger,19,171.00
2026-02-27,Fries,224,896.00
2026-02-27,Wings,74,814.00
2026-02-27,Caesar Salad,32,272.00
2026-02-27,Milkshake,58,319.00
2026-02-27,Soda,174,435.00
2026-02-28,Cheeseburger,134,1273.00
2026-02-28,Chicken Sandwich,87,870.00
2026-02-28,Veggie Burger,20,180.00
2026-02-28,Fries,203,812.00
2026-02-28,Wings,109,1199.00
2026-02-28,Caesar Salad,40,340.00
2026-02-28,Milkshake,62,341.00
2026-02-28,Soda,250,625.00
2026-03-01,Cheeseburger,103,978.50
2026-03-01,Chicken Sandwich,53,530.00
2026-03-01,Veggie Burger,20,180.00
2026-03-01,Fries,157,628.00
2026-03-01,Wings,77,847.00
2026-03-01,Caesar Salad,32,272.00
2026-03-01,Milkshake,52,286.00
2026-03-01,Soda,196,490.00
2026-03-02,Cheeseburger,61,579.50
2026-03-02,Chicken Sandwich,46,460.00
2026-03-02,Veggie Burger,15,135.00
2026-03-02,Fries,106,424.00
2026-03-02,Wings,40,440.00
2026-03-02,Caesar Salad,26,221.00
2026-03-02,Milkshake,31,170.50
2026-03-02,Soda,143,357.50
2026-03-03,Cheeseburger,69,655.50
2026-03-03,Chicken Sandwich,49,490.00
2026-03-03,Veggie Burger,13,117.00
2026-03-03,Fries,101,404.00
2026-03-03,Wings,50,550.00
2026-03-03,Caesar Salad,21,178.50
2026-03-03,Milkshake,28,154.00
2026-03-03,Soda,121,302.50
2026-03-04,Cheeseburger,69,655.50
2026-03-04,Chicken Sandwich,49,490.00
2026-03-04,Veggie Burger,18,162.00
2026-03-04,Fries,107,428.00
2026-03-04,Wings,56,616.00
2026-03-04,Caesar Salad,26,221.00
2026-03-04,Milkshake,34,187.00
2026-03-04,Soda,134,335.00
2026-03-05,Cheeseburger,58,551.00
2026-03-05,Chicken Sandwich,53,530.00
2026-03-05,Veggie Burger,16,144.00
2026-03-05,Fries,111,444.00
2026-03-05,Wings,45,495.00
2026-03-05,Caesar Salad,27,229.50
2026-03-05,Milkshake,30,165.00
2026-03-05,Soda,160,400.00
2026-03-06,Cheeseburger,126,1197.00
2026-03-06,Chicken Sandwich,69,690.00
2026-03-06,Veggie Burger,22,198.00
2026-03-06,Fries,212,848.00
2026-03-06,Wings,98,1078.00
2026-03-06,Caesar Salad,34,289.00
2026-03-06,Milkshake,65,357.50
2026-03-06,Soda,211,527.50
2026-03-07,Cheeseburger,115,1092.50
2026-03-07,Chicken Sandwich,95,950.00
2026-03-07,Veggie Burger,24,216.00
2026-03-07,Fries,293,1172.00
2026-03-07,Wings,114,1254.00
2026-03-07,Caesar Salad,37,314.50
2026-03-07,Milkshake,84,462.00
2026-03-07,Soda,234,585.00
2026-03-08,Cheeseburger,109,1035.50
2026-03-08,Chicken Sandwich,63,630.00
2026-03-08,Veggie Burger,23,207.00
2026-03-08,Fries,147,588.00
2026-03-08,Wings,90,990.00
2026-03-08,Caesar Salad,33,280.50
2026-03-08,Milkshake,53,291.50
2026-03-08,Soda,175,437.50
2026-03-09,Cheeseburger,66,627.00
2026-03-09,Chicken Sandwich,46,460.00
2026-03-09,Veggie Burger,12,108.00
2026-03-09,Fries,103,412.00
2026-03-09,Wings,41,451.00
2026-03-09,Caesar Salad,21,178.50
2026-03-09,Milkshake,28,154.00
2026-03-09,Soda,133,332.50
2026-03-10,Cheeseburger,78,741.00
2026-03-10,Chicken Sandwich,59,590.00
2026-03-10,Veggie Burger,15,135.00
2026-03-10,Fries,96,384.00
2026-03-10,Wings,44,484.00
2026-03-10,Caesar Salad,29,246.50
2026-03-10,Milkshake,27,148.50
2026-03-10,Soda,119,297.50
2026-03-11,Cheeseburger,65,617.50
2026-03-11,Chicken Sandwich,58,580.00
2026-03-11,Veggie Burger,14,126.00
2026-03-11,Fries,128,512.00
2026-03-11,Wings,60,660.00
2026-03-11,Caesar Salad,26,221.00
2026-03-11,Milkshake,37,203.50
2026-03-11,Soda,106,265.00
2026-03-12,Cheeseburger,77,731.50
2026-03-12,Chicken Sandwich,52,520.00
2026-03-12,Veggie Burger,12,108.00
2026-03-12,Fries,132,528.00
2026-03-12,Wings,61,671.00
2026-03-12,Caesar Salad,23,195.50
2026-03-12,Milkshake,32,176.00
2026-03-12,Soda,132,330.00
2026-03-13,Cheeseburger,122,1159.00
2026-03-13,Chicken Sandwich,83,830.00
2026-03-13,Veggie Burger,21,189.00
2026-03-13,Fries,172,688.00
2026-03-13,Wings,110,1210.00
2026-03-13,Caesar Salad,33,280.50
2026-03-13,Milkshake,67,368.50
2026-03-13,Soda,210,525.00
2026-03-14,Cheeseburger,153,1453.50
2026-03-14,Chicken Sandwich,94,940.00
2026-03-14,Veggie Burger,29,261.00
2026-03-14,Fries,220,880.00
2026-03-14,Wings,130,1430.00
2026-03-14,Caesar Salad,45,382.50
2026-03-14,Milkshake,62,341.00
2026-03-14,Soda,266,665.00
2026-03-15,Cheeseburger,129,1225.50
2026-03-15,Chicken Sandwich,62,620.00
2026-03-15,Veggie Burger,19,171.00
2026-03-15,Fries,152,608.00
2026-03-15,Wings,91,1001.00
2026-03-15,Caesar Salad,31,263.50
2026-03-15,Milkshake,51,280.50
2026-03-15,Soda,204,510.00
2026-03-16,Cheeseburger,56,532.00
2026-03-16,Chicken Sandwich,42,420.00
2026-03-16,Veggie Burger,16,144.00
2026-03-16,Fries,124,496.00
2026-03-16,Wings,44,484.00
2026-03-16,Caesar Salad,25,212.50
2026-03-16,Milkshake,32,176.00
2026-03-16,Soda,94,235.00
2026-03-17,Cheeseburger,58,551.00
2026-03-17,Chicken Sandwich,39,390.00
2026-03-17,Veggie Burger,14,126.00
2026-03-17,Fries,102,408.00
2026-03-17,Wings,50,550.00
2026-03-17,Caesar Salad,29,246.50
2026-03-17,Milkshake,35,192.50
2026-03-17,Soda,163,407.50
2026-03-18,Cheeseburger,68,646.00
2026-03-18,Chicken Sandwich,53,530.00
2026-03-18,Veggie Burger,17,153.00
2026-03-18,Fries,134,536.00
2026-03-18,Wings,50,550.00
2026-03-18,Caesar Salad,29,246.50
2026-03-18,Milkshake,42,231.00
2026-03-18,Soda,120,300.00
2026-03-19,Cheeseburger,77,731.50
2026-03-19,Chicken Sandwich,57,570.00
2026-03-19,Veggie Burger,17,153.00
2026-03-19,Fries,113,452.00
2026-03-19,Wings,71,781.00
2026-03-19,Caesar Salad,28,238.00
2026-03-19,Milkshake,47,258.50
2026-03-19,Soda,137,342.50
2026-03-20,Cheeseburger,128,1216.00
2026-03-20,Chicken Sandwich,95,950.00
2026-03-20,Veggie Burger,23,207.00
2026-03-20,Fries,175,700.00
2026-03-20,Wings,97,1067.00
2026-03-20,Caesar Salad,37,314.50
2026-03-20,Milkshake,63,346.50
2026-03-20,Soda,219,547.50
2026-03-21,Cheeseburger,106,1007.00
2026-03-21,Chicken Sandwich,90,900.00
2026-03-21,Veggie Burger,26,234.00
2026-03-21,Fries,205,820.00
2026-03-21,Wings,104,1144.00
2026-03-21,Caesar Salad,35,297.50
2026-03-21,Milkshake,76,418.00
2026-03-21,Soda,283,707.50
2026-03-22,Cheeseburger,89,845.50
2026-03-22,Chicken Sandwich,68,680.00
2026-03-22,Veggie Burger,22,198.00
2026-03-22,Fries,166,664.00
2026-03-22,Wings,86,946.00
2026-03-22,Caesar Salad,27,229.50
2026-03-22,Milkshake,56,308.00
2026-03-22,Soda,174,435.00
2026-03-23,Cheeseburger,46,437.00
2026-03-23,Chicken Sandwich,39,390.00
2026-03-23,Veggie Burger,11,99.00
2026-03-23,Fries,117,468.00
2026-03-23,Wings,51,561.00
2026-03-23,Caesar Salad,21,178.50
2026-03-23,Milkshake,34,187.00
2026-03-23,Soda,151,377.50
2026-03-24,Cheeseburger,61,579.50
2026-03-24,Chicken Sandwich,53,530.00
2026-03-24,Veggie Burger,16,144.00
2026-03-24,Fries,105,420.00
2026-03-24,Wings,43,473.00
2026-03-24,Caesar Salad,23,195.50
2026-03-24,Milkshake,32,176.00
2026-03-24,Soda,90,225.00
2026-03-25,Cheeseburger,75,712.50
2026-03-25,Chicken Sandwich,46,460.00
2026-03-25,Veggie Burger,17,153.00
2026-03-25,Fries,108,432.00
2026-03-25,Wings,72,792.00
2026-03-25,Caesar Salad,21,178.50
2026-03-25,Milkshake,31,170.50
2026-03-25,Soda,143,357.50
2026-03-26,Cheeseburger,100,950.00
2026-03-26,Chicken Sandwich,47,470.00
2026-03-26,Veggie Burger,21,189.00
2026-03-26,Fries,113,452.00
2026-03-26,Wings,68,748.00
2026-03-26,Caesar Salad,30,255.00
2026-03-26,Milkshake,49,269.50
2026-03-26,Soda,177,442.50
2026-03-27,Cheeseburger,121,1149.50
2026-03-27,Chicken Sandwich,117,1170.00
2026-03-27,Veggie Burger,20,180.00
2026-03-27,Fries,189,756.00
2026-03-27,Wings,130,1430.00
2026-03-27,Caesar Salad,32,272.00
2026-03-27,Milkshake,63,346.50
2026-03-27,Soda,221,552.50
2026-03-28,Cheeseburger,154,1463.00
2026-03-28,Chicken Sandwich,101,1010.00
2026-03-28,Veggie Burger,24,216.00
2026-03-28,Fries,224,896.00
2026-03-28,Wings,128,1408.00
2026-03-28,Caesar Salad,47,399.50
2026-03-28,Milkshake,79,434.50
2026-03-28,Soda,205,512.50
2026-03-29,Cheeseburger,108,1026.00
2026-03-29,Chicken Sandwich,66,660.00
2026-03-29,Veggie Burger,22,198.00
2026-03-29,Fries,128,512.00
2026-03-29,Wings,93,1023.00
2026-03-29,Caesar Salad,25,212.50
2026-03-29,Milkshake,64,352.00
2026-03-29,Soda,194,485.00
2026-03-30,Cheeseburger,64,608.00
2026-03-30,Chicken Sandwich,46,460.00
2026-03-30,Veggie Burger,13,117.00
2026-03-30,Fries,110,440.00
2026-03-30,Wings,47,517.00
2026-03-30,Caesar Salad,25,212.50
2026-03-30,Milkshake,31,170.50
2026-03-30,Soda,82,205.00
2026-03-31,Cheeseburger,62,589.00
2026-03-31,Chicken Sandwich,54,540.00
2026-03-31,Veggie Burger,18,162.00
2026-03-31,Fries,109,436.00
2026-03-31,Wings,49,539.00
2026-03-31,Caesar Salad,24,204.00
2026-03-31,Milkshake,36,198.00
2026-03-31,Soda,133,332.50
2026-04-01,Cheeseburger,65,617.50
2026-04-01,Chicken Sandwich,55,550.00
2026-04-01,Veggie Burger,19,171.00
2026-04-01,Fries,107,428.00
2026-04-01,Wings,54,594.00
2026-04-01,Caesar Salad,29,246.50
2026-04-01,Milkshake,40,220.00
2026-04-01,Soda,132,330.00
2026-04-02,Cheeseburger,77,731.50
2026-04-02,Chicken Sandwich,53,530.00
2026-04-02,Veggie Burger,19,171.00
2026-04-02,Fries,141,564.00
2026-04-02,Wings,62,682.00
2026-04-02,Caesar Salad,26,221.00
2026-04-02,Milkshake,36,198.00
2026-04-02,Soda,166,415.00
2026-04-03,Cheeseburger,119,1130.50
2026-04-03,Chicken Sandwich,94,940.00
2026-04-03,Veggie Burger,24,216.00
2026-04-03,Fries,193,772.00
2026-04-03,Wings,113,1243.00
2026-04-03,Caesar Salad,45,382.50
2026-04-03,Milkshake,75,412.50
2026-04-03,Soda,221,552.50
2026-04-04,Cheeseburger,127,1206.50
2026-04-04,Chicken Sandwich,108,1080.00
2026-04-04,Veggie Burger,32,288.00
2026-04-04,Fries,248,992.00
2026-04-04,Wings,143,1573.00
2026-04-04,Caesar Salad,44,374.00
2026-04-04,Milkshake,68,374.00
2026-04-04,Soda,254,635.00
2026-04-05,Cheeseburger,121,1149.50
2026-04-05,Chicken Sandwich,81,810.00
2026-04-05,Veggie Burger,19,171.00
2026-04-05,Fries,168,672.00
2026-04-05,Wings,96,1056.00
2026-04-05,Caesar Salad,35,297.50
2026-04-05,Milkshake,66,363.00
2026-04-05,Soda,202,505.00
2026-04-06,Cheeseburger,69,655.50
2026-04-06,Chicken Sandwich,40,400.00
2026-04-06,Veggie Burger,13,117.00
2026-04-06,Fries,106,424.00
2026-04-06,Wings,56,616.00
2026-04-06,Caesar Salad,26,221.00
2026-04-06,Milkshake,35,192.50
2026-04-06,Soda,102,255.00
2026-04-07,Cheeseburger,58,551.00
2026-04-07,Chicken Sandwich,55,550.00
2026-04-07,Veggie Burger,16,144.00
2026-04-07,Fries,96,384.00
2026-04-07,Wings,58,638.00
2026-04-07,Caesar Salad,27,229.50
2026-04-07,Milkshake,48,264.00
2026-04-07,Soda,151,377.50
2026-04-08,Cheeseburger,77,731.50
2026-04-08,Chicken Sandwich,50,500.00
2026-04-08,Veggie Burger,17,153.00
2026-04-08,Fries,119,476.00
2026-04-08,Wings,46,506.00
2026-04-08,Caesar Salad,31,263.50
2026-04-08,Milkshake,38,209.00
2026-04-08,Soda,93,232.50
2026-04-09,Cheeseburger,76,722.00
2026-04-09,Chicken Sandwich,51,510.00
2026-04-09,Veggie Burger,21,189.00
2026-04-09,Fries,134,536.00
2026-04-09,Wings,73,803.00
2026-04-09,Caesar Salad,25,212.50
2026-04-09,Milkshake,36,198.00
2026-04-09,Soda,175,437.50
2026-04-10,Cheeseburger,129,1225.50
2026-04-10,Chicken Sandwich,80,800.00
2026-04-10,Veggie Burger,24,216.00
2026-04-10,Fries,190,760.00
2026-04-10,Wings,120,1320.00
2026-04-10,Caesar Salad,43,365.50
2026-04-10,Milkshake,59,324.50
2026-04-10,Soda,222,555.00
2026-04-11,Cheeseburger,155,1472.50
2026-04-11,Chicken Sandwich,103,1030.00
2026-04-11,Veggie Burger,31,279.00
2026-04-11,Fries,235,940.00
2026-04-11,Wings,117,1287.00
2026-04-11,Caesar Salad,36,306.00
2026-04-11,Milkshake,63,346.50
2026-04-11,Soda,245,612.50
2026-04-12,Cheeseburger,114,1083.00
2026-04-12,Chicken Sandwich,83,830.00
2026-04-12,Veggie Burger,20,180.00
2026-04-12,Fries,218,872.00
2026-04-12,Wings,91,1001.00
2026-04-12,Caesar Salad,29,246.50
2026-04-12,Milkshake,62,341.00
2026-04-12,Soda,166,415.00
2026-04-13,Cheeseburger,68,646.00
2026-04-13,Chicken Sandwich,34,340.00
2026-04-13,Veggie Burger,16,144.00
2026-04-13,Fries,109,436.00
2026-04-13,Wings,51,561.00
2026-04-13,Caesar Salad,25,212.50
2026-04-13,Milkshake,28,154.00
2026-04-13,Soda,111,277.50
2026-04-14,Cheeseburger,84,798.00
2026-04-14,Chicken Sandwich,51,510.00
2026-04-14,Veggie Burger,15,135.00
2026-04-14,Fries,120,480.00
2026-04-14,Wings,55,605.00
2026-04-14,Caesar Salad,33,280.50
2026-04-14,Milkshake,40,220.00
2026-04-14,Soda,139,347.50
2026-04-15,Cheeseburger,71,674.50
2026-04-15,Chicken Sandwich,62,620.00
2026-04-15,Veggie Burger,17,153.00
2026-04-15,Fries,109,436.00
2026-04-15,Wings,48,528.00
2026-04-15,Caesar Salad,25,212.50
2026-04-15,Milkshake,36,198.00
2026-04-15,Soda,153,382.50
2026-04-16,Cheeseburger,92,874.00
2026-04-16,Chicken Sandwich,65,650.00
2026-04-16,Veggie Burger,19,171.00
2026-04-16,Fries,148,592.00
2026-04-16,Wings,79,869.00
2026-04-16,Caesar Salad,35,297.50
2026-04-16,Milkshake,49,269.50
2026-04-16,Soda,127,317.50
2026-04-17,Cheeseburger,128,1216.00
2026-04-17,Chicken Sandwich,84,840.00
2026-04-17,Veggie Burger,17,153.00
2026-04-17,Fries,211,844.00
2026-04-17,Wings,132,1452.00
2026-04-17,Caesar Salad,35,297.50
2026-04-17,Milkshake,75,412.50
2026-04-17,Soda,208,520.00
2026-04-18,Cheeseburger,147,1396.50
2026-04-18,Chicken Sandwich,106,1060.00
2026-04-18,Veggie Burger,24,216.00
2026-04-18,Fries,266,1064.00
2026-04-18,Wings,97,1067.00
2026-04-18,Caesar Salad,44,374.00
2026-04-18,Milkshake,76,418.00
2026-04-18,Soda,303,757.50
2026-04-19,Cheeseburger,125,1187.50
2026-04-19,Chicken Sandwich,57,570.00
2026-04-19,Veggie Burger,15,135.00
2026-04-19,Fries,150,600.00
2026-04-19,Wings,87,957.00
2026-04-19,Caesar Salad,30,255.00
2026-04-19,Milkshake,60,330.00
2026-04-19,Soda,204,510.00
2026-04-20,Cheeseburger,56,532.00
2026-04-20,Chicken Sandwich,36,360.00
2026-04-20,Veggie Burger,15,135.00
2026-04-20,Fries,103,412.00
2026-04-20,Wings,49,539.00
2026-04-20,Caesar Salad,23,195.50
2026-04-20,Milkshake,33,181.50
2026-04-20,Soda,147,367.50
2026-04-21,Cheeseburger,57,541.50
2026-04-21,Chicken Sandwich,41,410.00
2026-04-21,Veggie Burger,17,153.00
2026-04-21,Fries,137,548.00
2026-04-21,Wings,52,572.00
2026-04-21,Caesar Salad,23,195.50
2026-04-21,Milkshake,27,148.50
2026-04-21,Soda,137,342.50
2026-04-22,Cheeseburger,64,608.00
2026-04-22,Chicken Sandwich,65,650.00
2026-04-22,Veggie Burger,22,198.00
2026-04-22,Fries,125,500.00
2026-04-22,Wings,59,649.00
2026-04-22,Caesar Salad,28,238.00
2026-04-22,Milkshake,43,236.50
2026-04-22,Soda,140,350.00
2026-04-23,Cheeseburger,84,798.00
2026-04-23,Chicken Sandwich,67,670.00
2026-04-23,Veggie Burger,20,180.00
2026-04-23,Fries,170,680.00
2026-04-23,Wings,50,550.00
2026-04-23,Caesar Salad,29,246.50
2026-04-23,Milkshake,37,203.50
2026-04-23,Soda,172,430.00
2026-04-24,Cheeseburger,132,1254.00
2026-04-24,Chicken Sandwich,100,1000.00
2026-04-24,Veggie Burger,22,198.00
2026-04-24,Fries,208,832.00
2026-04-24,Wings,145,1595.00
2026-04-24,Caesar Salad,45,382.50
2026-04-24,Milkshake,57,313.50
2026-04-24,Soda,242,605.00
2026-04-25,Cheeseburger,172,1634.00
2026-04-25,Chicken Sandwich,97,970.00
2026-04-25,Veggie Burger,24,216.00
2026-04-25,Fries,252,1008.00
2026-04-25,Wings,128,1408.00
2026-04-25,Caesar Salad,45,382.50
2026-04-25,Milkshake,80,440.00
2026-04-25,Soda,330,825.00
2026-04-26,Cheeseburger,102,969.00
2026-04-26,Chicken Sandwich,71,710.00
2026-04-26,Veggie Burger,22,198.00
2026-04-26,Fries,187,748.00
2026-04-26,Wings,78,858.00
2026-04-26,Caesar Salad,36,306.00
2026-04-26,Milkshake,49,269.50
2026-04-26,Soda,189,472.50
2026-04-27,Cheeseburger,64,608.00
2026-04-27,Chicken Sandwich,42,420.00
2026-04-27,Veggie Burger,17,153.00
2026-04-27,Fries,78,312.00
2026-04-27,Wings,46,506.00
2026-04-27,Caesar Salad,22,187.00
2026-04-27,Milkshake,37,203.50
2026-04-27,Soda,149,372.50
2026-04-28,Cheeseburger,78,741.00
2026-04-28,Chicken Sandwich,57,570.00
2026-04-28,Veggie Burger,12,108.00
2026-04-28,Fries,118,472.00
2026-04-28,Wings,44,484.00
2026-04-28,Caesar Salad,25,212.50
2026-04-28,Milkshake,37,203.50
2026-04-28,Soda,135,337.50
2026-04-29,Cheeseburger,88,836.00
2026-04-29,Chicken Sandwich,39,390.00
2026-04-29,Veggie Burger,15,135.00
2026-04-29,Fries,100,400.00
2026-04-29,Wings,45,495.00
2026-04-29,Caesar Salad,32,272.00
2026-04-29,Milkshake,38,209.00
2026-04-29,Soda,167,417.50
2026-04-30,Cheeseburger,95,902.50
2026-04-30,Chicken Sandwich,58,580.00
2026-04-30,Veggie Burger,17,153.00
2026-04-30,Fries,152,608.00
2026-04-30,Wings,57,627.00
2026-04-30,Caesar Salad,27,229.50
2026-04-30,Milkshake,36,198.00
2026-04-30,Soda,159,397.50
2026-05-01,Cheeseburger,171,1624.50
2026-05-01,Chicken Sandwich,98,980.00
2026-05-01,Veggie Burger,31,279.00
2026-05-01,Fries,224,896.00
2026-05-01,Wings,114,1254.00
2026-05-01,Caesar Salad,53,450.50
2026-05-01,Milkshake,94,517.00
2026-05-01,Soda,250,625.00
2026-05-02,Cheeseburger,148,1406.00
2026-05-02,Chicken Sandwich,88,880.00
2026-05-02,Veggie Burger,31,279.00
2026-05-02,Fries,239,956.00
2026-05-02,Wings,141,1551.00
2026-05-02,Caesar Salad,46,391.00
2026-05-02,Milkshake,90,495.00
2026-05-02,Soda,309,772.50
2026-05-03,Cheeseburger,125,1187.50
2026-05-03,Chicken Sandwich,73,730.00
2026-05-03,Veggie Burger,20,180.00
2026-05-03,Fries,193,772.00
